Produto Id __,Categoria,Categorias Nome,subCategoria Id,Categoria de Tamanho id,Código Ref,Possui Variação,Produto,Descrição,Concentrado,TMP Concentrado,Look Valor Variação,TMP Valor Variação,TMP Promoção Variação,Valor Original,Se valor promocional,Valor Correto Original,Se valor promocional variação,Se valor correto,Variações do Produto,Valor Final do Produto com Variação,TMP Valor vitrine,Soma total,TMP Valor total,Imagem,Se Imagem,Entry Quantidade,Entry Tamanhos,TMP Chave tripla,TMP_Produto ID + Fragrancia ID,Mensagem Whatsapp,Link Whatsapp,Conta Relacionado,Nome/Tamanho nome,Novidades,Mais Vendidos,Soma mais vendidos,Soma os mais vendidos,Primeira Imagem,Entry Cor antigo,Entry Fragrância,Nome/Fragrância nome,Indisponível,Tamanho sem cor,Cores dos Produtos,Entry Cor,Nome/Cor Nome,Promoção Original
1Yajkcm0TTK2P-jaEjLxWg,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,U2qG0ADeQmWhEkbFgHsU1w,4fbKznm1SBK0oo9kp.oM7Q,30301220300,Tem variação,Mangueira 1/2X2MM Blue Garden (BARIFLEX),Cada unidade de compra é referente a 1 metro da mangueira,," a partir de R$3,60",,,,"3,6","3,6","R$3,60",,,"1,2M   R$ 3,40","1,2M   R$ 3,40","a partir de R$3,60",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/fWdi8mvHHhn3wO9RJGPT.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/fWdi8mvHHhn3wO9RJGPT.png,,,1Yajkcm0TTK2P-jaEjLxWg   ,1Yajkcm0TTK2P-jaEjLxWg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Mangueira 1/2X2MM Blue Garden (BARIFLEX)%0A
#c, #n%0A%0A
 x R$3,60 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Mangueira 1/2X2MM Blue Garden (BARIFLEX)%0A
#c, #n%0A%0A
 x R$3,60 -> %0A%0A
Obrigado",25,,,,6,5396,,,,,,,,,,
hHNairUXSdO0IFNOdjB5yA,gEqTGwR4Tbmc21Un8vZpLw,Lavadouras e Enceradeiras,JHACTOZJSkSlI0nhpFscQQ,jeYTQJlURsa6DNeh4ubtng,11002550000129,Tem variação,Limpadora de Estofados Puzzi 4/15 Classic 127V (KARCHER),,," a partir de R$1.630,00",1630,"R$ 1.630,00",,1630,1630,"R$1.630,00","R$ 1.630,00","R$ 1.630,00","   R$ 1.630,00","   R$ 1.630,00","a partir de R$1.630,00","1,63","1 x R$ 1.630,00 -> R$ 1,63 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/X30o0e9Ux0G75qzg9rzL.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/X30o0e9Ux0G75qzg9rzL.png,1,,hHNairUXSdO0IFNOdjB5yA   ,hHNairUXSdO0IFNOdjB5yA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Limpadora de Estofados Puzzi 4/15 Classic 127V (KARCHER)%0A
#c, #n%0A%0A
1 x R$1.630,00 -> R$ 1,63%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Limpadora de Estofados Puzzi 4/15 Classic 127V (KARCHER)%0A
#c, #n%0A%0A
1 x R$1.630,00 -> R$ 1,63%0A%0A
Obrigado",8,,false,,1,5396,,,,,,,,,,
GyDdmHItQVilUqeCT8j-7A,8e-tDGK.RR2ezydGV-9HsA,Descartáveis,EZN2vAZDRj-.WuIWDLJ-gw,kSgfbo3eS7iVX4KjN7Bb2Q,,Tem variação,Papel Higiênico Folha Dupla Fardo C/48 Rolos (NEVE),,," a partir de R$103,90",,,,"103,9","103,9","R$103,90",,,"PCT C/4 ROLOS   R$ 8,70
 PCT C/48 ROLOS   R$ 103,90","PCT C/4 ROLOS   R$ 8,70
 PCT C/48 ROLOS   R$ 103,90","a partir de R$103,90",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/tz2rHluPyhM6WfD9OXZn.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/tz2rHluPyhM6WfD9OXZn.png,,,GyDdmHItQVilUqeCT8j-7A   ,GyDdmHItQVilUqeCT8j-7A ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Papel Higiênico Folha Dupla Fardo C/48 Rolos (NEVE)%0A
#c, #n%0A%0A
 x R$103,90 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Papel Higiênico Folha Dupla Fardo C/48 Rolos (NEVE)%0A
#c, #n%0A%0A
 x R$103,90 -> %0A%0A
Obrigado",21,,,,2,5396,,,,,,,,,,
Dn5bui2GRb2z5W63ELSQ-w,gEqTGwR4Tbmc21Un8vZpLw,Lavadouras e Enceradeiras,JHACTOZJSkSlI0nhpFscQQ,jeYTQJlURsa6DNeh4ubtng,7891374106084,Não tem variação,Lavadora A.P K3.30 127V (KARCHER),,," a partir de R$1.500,00",,,,1500,1500,"R$1.500,00",,"R$1.500,00",,"R$1.500,00","a partir de R$1.500,00","1,5","1 x R$1.500,00 -> R$ 1,50 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/yBYsUuoMGxuLdf6axl2X.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/yBYsUuoMGxuLdf6axl2X.png,1,,Dn5bui2GRb2z5W63ELSQ-w   ,Dn5bui2GRb2z5W63ELSQ-w ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Lavadora A.P K3.30 127V (KARCHER)%0A
#c, #n%0A%0A
1 x R$1.500,00 -> R$ 1,50%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Lavadora A.P K3.30 127V (KARCHER)%0A
#c, #n%0A%0A
1 x R$1.500,00 -> R$ 1,50%0A%0A
Obrigado",8,,,,1,5396,,,,,,,,,,
WT-6tGnUTmWwXgjuE9OhbQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,U2qG0ADeQmWhEkbFgHsU1w,4fbKznm1SBK0oo9kp.oM7Q,7899009050450,Tem variação,Engate Rápido 1/2 Sem Bico (CANOFLEX),,," a partir de R$6,70",,,,"6,7","6,7","R$6,70",,,"Com Stop   R$ 5,00
 Sem Stop   R$ 5,00","Com Stop   R$ 5,00
 Sem Stop   R$ 5,00","a partir de R$6,70",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/CfC9xlYp5jGIv2OzOfCj.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/CfC9xlYp5jGIv2OzOfCj.png,,,WT-6tGnUTmWwXgjuE9OhbQ   ,WT-6tGnUTmWwXgjuE9OhbQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Engate Rápido 1/2 Sem Bico (CANOFLEX)%0A
#c, #n%0A%0A
 x R$6,70 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Engate Rápido 1/2 Sem Bico (CANOFLEX)%0A
#c, #n%0A%0A
 x R$6,70 -> %0A%0A
Obrigado",25,,,,7,5396,,,,,,,,,,
1V4PmoRwSOeRJUOth8O6vg,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,1efX3.JjTqq1A6wqNY47IA,4fbKznm1SBK0oo9kp.oM7Q,7897848715202,Tem variação,Cesto Fechado Preto C/ Tampa Preta (PLASNEW),,," a partir de R$42,00",,,,42,42,"R$42,00",,,"53L   R$ 42,00
 97L   R$ 62,20
 27L   R$ 24,40","53L   R$ 42,00
 97L   R$ 62,20
 27L   R$ 24,40","a partir de R$42,00",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/gDRQrdf05l6zZz15fkTQ.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/gDRQrdf05l6zZz15fkTQ.png,,,1V4PmoRwSOeRJUOth8O6vg   ,1V4PmoRwSOeRJUOth8O6vg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Cesto Fechado Preto C/ Tampa Preta (PLASNEW)%0A
#c, #n%0A%0A
 x R$42,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Cesto Fechado Preto C/ Tampa Preta (PLASNEW)%0A
#c, #n%0A%0A
 x R$42,00 -> %0A%0A
Obrigado",76,,,,19,5396,,,,,,,,,,
7KSYPhERSHeCAkWG9c5M1w,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,aSLYW4pXSzqBkQRo0eHH4w,4fbKznm1SBK0oo9kp.oM7Q,7896001001350,Não tem variação,Refil Mop Abrasivo Zig Zag (BETTANIN),,," a partir de R$49,80",,,,"49,8","49,8","R$49,80",,"R$49,80",,"R$49,80","a partir de R$49,80",," x R$49,80 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/di4pHDTGQhCfW4RQmESw.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/di4pHDTGQhCfW4RQmESw.png,,,7KSYPhERSHeCAkWG9c5M1w   ,7KSYPhERSHeCAkWG9c5M1w ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Refil Mop Abrasivo Zig Zag (BETTANIN)%0A
#c, #n%0A%0A
 x R$49,80 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Refil Mop Abrasivo Zig Zag (BETTANIN)%0A
#c, #n%0A%0A
 x R$49,80 -> %0A%0A
Obrigado",20,,,,8,5396,,,,,,,,,,
roUbBGIIRYmxjPPwTm2PVA,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,1efX3.JjTqq1A6wqNY47IA,4fbKznm1SBK0oo9kp.oM7Q,11058,Tem variação,Lixeira Preta C/ Suporte e Pedal de Ferro (AZLIX),,," a partir de R$70,00",120,"R$ 120,00",,70,70,"R$70,00","R$ 120,00","R$ 120,00","10L   R$ 70,00
 100L   R$ 240,00
 30L   R$ 120,00
 60L   R$ 176,30","10L   R$ 70,00
 100L   R$ 240,00
 30L   R$ 120,00
 60L   R$ 176,30","a partir de R$70,00",120,"1 x R$ 120,00 -> R$ 120,00 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/97TeX9MpWwIk8Y7ZBajQ.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/97TeX9MpWwIk8Y7ZBajQ.png,1,Kfge2covR-2732LlItqWhg,roUbBGIIRYmxjPPwTm2PVA Kfge2covR-2732LlItqWhg  ,roUbBGIIRYmxjPPwTm2PVA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira Preta C/ Suporte e Pedal de Ferro (AZLIX)%0A
#c, #n%0A%0A
1 x R$70,00 -> R$ 120,00%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira Preta C/ Suporte e Pedal de Ferro (AZLIX)%0A
#c, #n%0A%0A
1 x R$70,00 -> R$ 120,00%0A%0A
Obrigado",76,30L,,,10,5396,,,,,,,,,,
C7ZO5YQLRHqzV0ZVuyAAOQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,1efX3.JjTqq1A6wqNY47IA,4fbKznm1SBK0oo9kp.oM7Q,7896042034843,Tem variação,Lixeira Ecoblack Basculante (MODENUTI),,," a partir de R$19,40",,,,"19,4","19,4","R$19,40",,,"14L   R$ 38,70
 45L   R$ 91,00
 28L   R$ 75,90","14L   R$ 38,70
 45L   R$ 91,00
 28L   R$ 75,90","a partir de R$19,40",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/PeIesuDz4aot8sGjyXgL.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/PeIesuDz4aot8sGjyXgL.png,,,C7ZO5YQLRHqzV0ZVuyAAOQ   ,C7ZO5YQLRHqzV0ZVuyAAOQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira Ecoblack Basculante (MODENUTI)%0A
#c, #n%0A%0A
 x R$19,40 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira Ecoblack Basculante (MODENUTI)%0A
#c, #n%0A%0A
 x R$19,40 -> %0A%0A
Obrigado",76,,,,5,5396,,,,,,,,,,
wf3NhSh4TnyA4RXR14Kt5w,8e-tDGK.RR2ezydGV-9HsA,Descartáveis,EZN2vAZDRj-.WuIWDLJ-gw,kSgfbo3eS7iVX4KjN7Bb2Q,,Não tem variação,Papel Higiênico Folha Dupla Fardo C/ 72 Rolos (FANCY),,," a partir de R$130,20",,,,"130,2","130,2","R$130,20",,"R$130,20",,"R$130,20","a partir de R$130,20",," x R$130,20 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/8f24E6lcvcEszVY2YKCD.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/8f24E6lcvcEszVY2YKCD.png,,,wf3NhSh4TnyA4RXR14Kt5w   ,wf3NhSh4TnyA4RXR14Kt5w ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Papel Higiênico Folha Dupla Fardo C/ 72 Rolos (FANCY)%0A
#c, #n%0A%0A
 x R$130,20 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Papel Higiênico Folha Dupla Fardo C/ 72 Rolos (FANCY)%0A
#c, #n%0A%0A
 x R$130,20 -> %0A%0A
Obrigado",21,,,,,5396,,,,,,,,,,
mYLvTNpDSEWEsW1-yrsTjA,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,7898944856011,Não tem variação,"Álcool Liquido 92,8 INPM 1L  (SAFRA)",,," a partir de R$13,50",,,,"13,5","13,5","R$13,50",,"R$13,50",,"R$13,50","a partir de R$13,50",," x R$13,50 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/2DfzS3hfHQ6ZBpSeBves.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/2DfzS3hfHQ6ZBpSeBves.png,,,mYLvTNpDSEWEsW1-yrsTjA   ,mYLvTNpDSEWEsW1-yrsTjA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Álcool Liquido 92,8 INPM 1L  (SAFRA)%0A
#c, #n%0A%0A
 x R$13,50 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Álcool Liquido 92,8 INPM 1L  (SAFRA)%0A
#c, #n%0A%0A
 x R$13,50 -> %0A%0A
Obrigado",94,,,,4,5396,,,,,,,,,,
5d.VcMxHRAmTZu6D4qaUzA,8e-tDGK.RR2ezydGV-9HsA,Descartáveis,wNzunVbESjypTeM6Ff5WLg,kSgfbo3eS7iVX4KjN7Bb2Q,,Tem variação,Saco de Lixo Preto em Rolo (MULTBOM),,," a partir de R$10,50",,,,"10,5","10,5","R$10,50",,,"15L - 80un.   R$ 15,50
 30L - 50un.   R$ 15,50
 50L - 40un.   R$ 15,50
 100L - 20un.   R$ 17,00","15L - 80un.   R$ 15,50
 30L - 50un.   R$ 15,50
 50L - 40un.   R$ 15,50
 100L - 20un.   R$ 17,00","a partir de R$10,50",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/4moDUUixayNUvgw0lBLn.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/4moDUUixayNUvgw0lBLn.png,,,5d.VcMxHRAmTZu6D4qaUzA   ,5d.VcMxHRAmTZu6D4qaUzA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Saco de Lixo Preto em Rolo (MULTBOM)%0A
#c, #n%0A%0A
 x R$10,50 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Saco de Lixo Preto em Rolo (MULTBOM)%0A
#c, #n%0A%0A
 x R$10,50 -> %0A%0A
Obrigado",14,,,,20,5396,,,,,,,,,,
LzbnebcnSm6zDLP-wkUpHw,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,,Tem variação,Sabonete Cremoso Plus Refil (TRILHA),,," a partir de R$12,90",,,,"12,9","12,9","R$12,90",,,"800ml Erva Doce  R$ 12,90
 700ml Neutro  R$ 12,90
 700ml Pitanga  R$ 12,90","800ml Erva Doce  R$ 12,90
 700ml Neutro  R$ 12,90
 700ml Pitanga  R$ 12,90","a partir de R$12,90",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/UOR2KGU655E20C0gbrYK.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/UOR2KGU655E20C0gbrYK.png,,,LzbnebcnSm6zDLP-wkUpHw   ,LzbnebcnSm6zDLP-wkUpHw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabonete Cremoso Plus Refil (TRILHA)%0A
#c, #n%0A%0A
 x R$12,90 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabonete Cremoso Plus Refil (TRILHA)%0A
#c, #n%0A%0A
 x R$12,90 -> %0A%0A
Obrigado",94,,,true,6,5396,,,,,,,,,,
XrjuPV3TSmyPlLw-acQi3A,gEqTGwR4Tbmc21Un8vZpLw,Lavadouras e Enceradeiras,JscWRaGiTrmeLW7hWvyhHw,jeYTQJlURsa6DNeh4ubtng,7895099221848,Não tem variação,Enceradeira Industrial A-510 220V(ROMHER),,," a partir de R$3.668,29",,,,"3668,29","3668,29","R$3.668,29",,"R$3.668,29",,"R$3.668,29","a partir de R$3.668,29","7,33658","2 x R$3.668,29 -> R$ 7,34 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/KoST4hxl5m8e1s8Y5acK.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/KoST4hxl5m8e1s8Y5acK.png,2,,XrjuPV3TSmyPlLw-acQi3A   ,XrjuPV3TSmyPlLw-acQi3A ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Enceradeira Industrial A-510 220V(ROMHER)%0A
#c, #n%0A%0A
2 x R$3.668,29 -> R$ 7,34%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Enceradeira Industrial A-510 220V(ROMHER)%0A
#c, #n%0A%0A
2 x R$3.668,29 -> R$ 7,34%0A%0A
Obrigado",6,,,,4,5396,,,,,true,,,,,
XjOBpRjZRXOxZBkYqabhMQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,c6y8usQHSvWCWn20bzy8Lg,4fbKznm1SBK0oo9kp.oM7Q,,Não tem variação,Balde Plástico Redondo 12L Especial Preto ,,," a partir de R$13,00",,,,13,13,"R$13,00",,"R$13,00",,"R$13,00","a partir de R$13,00",," x R$13,00 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/DtLIrMDkcputYjZjAzrr.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/DtLIrMDkcputYjZjAzrr.png,,,XjOBpRjZRXOxZBkYqabhMQ   ,XjOBpRjZRXOxZBkYqabhMQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Balde Plástico Redondo 12L Especial Preto %0A
#c, #n%0A%0A
 x R$13,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Balde Plástico Redondo 12L Especial Preto %0A
#c, #n%0A%0A
 x R$13,00 -> %0A%0A
Obrigado",33,,,,15,5396,,,,,,,,,,
hjVxkdLFQymET3T9NkmLDA,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,1efX3.JjTqq1A6wqNY47IA,4fbKznm1SBK0oo9kp.oM7Q,,Tem variação,Cesto Fechado (JAGUAR),,," a partir de R$105,30",,,,"105,3","105,3","R$105,30",,,"93L  Branco R$ 139,30
 93L  Preto R$ 115,90
 93L  Colorido R$ 118,60","93L  Branco R$ 139,30
 93L  Preto R$ 115,90
 93L  Colorido R$ 118,60","a partir de R$105,30",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/FlbU03Ue1VJZcwEtUQ6I.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/FlbU03Ue1VJZcwEtUQ6I.png,,,hjVxkdLFQymET3T9NkmLDA   ,hjVxkdLFQymET3T9NkmLDA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Cesto Fechado (JAGUAR)%0A
#c, #n%0A%0A
 x R$105,30 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Cesto Fechado (JAGUAR)%0A
#c, #n%0A%0A
 x R$105,30 -> %0A%0A
Obrigado",76,,,,11,5396,,,,,,,,,,
0OYnPqP7SCWgcvkeouYCzw,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,c6y8usQHSvWCWn20bzy8Lg,4fbKznm1SBK0oo9kp.oM7Q,7897848701786,Não tem variação,Balde Preto Concreto 12L (PLASNEW),,," a partir de R$17,00",,,,17,17,"R$17,00",,"R$17,00",,"R$17,00","a partir de R$17,00",," x R$17,00 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/p7pkMCFWiwjnnEY9DTfb.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/p7pkMCFWiwjnnEY9DTfb.png,,,0OYnPqP7SCWgcvkeouYCzw   ,0OYnPqP7SCWgcvkeouYCzw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Balde Preto Concreto 12L (PLASNEW)%0A
#c, #n%0A%0A
 x R$17,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Balde Preto Concreto 12L (PLASNEW)%0A
#c, #n%0A%0A
 x R$17,00 -> %0A%0A
Obrigado",33,,,,1,5396,,,,,,,,,,
3kKIk3AETAqkNh5NlMkrew,Ogk4f-iiQO-Kqng-9IgsuA,Variedades,7uo2lGaLQwqcxizU9UAnBg,ViU2USNJRHq0ozZts2ayIg,,Tem variação,Odorizador de Ambientes e Tecidos 260ML (COALA),"Este produto foi especialmente desenvolvido para aromatizar os ambientes e tecidos da sua casa, proporcionando a agradável sensação de um ambiente perfumado.",," a partir de R$28,40",,,,"28,4","28,4","R$28,40",,,"260ml Alecrim  R$ 28,40
 260ml Ambar  R$ 28,40
 260ml Bambu  R$ 28,40
 260ml Chá Branco  R$ 28,40
 260ml Lavanda  R$ 28,40
 260ml Rosa Chic  R$ 28,40
 260ml Vanilla  R$ 28,40","260ml Alecrim  R$ 28,40
 260ml Ambar  R$ 28,40
 260ml Bambu  R$ 28,40
 260ml Chá Branco  R$ 28,40
 260ml Lavanda  R$ 28,40
 260ml Rosa Chic  R$ 28,40
 260ml Vanilla  R$ 28,40","a partir de R$28,40",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/6wFEF8BVSkdVYulKAMEb.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/6wFEF8BVSkdVYulKAMEb.png,,,3kKIk3AETAqkNh5NlMkrew   ,3kKIk3AETAqkNh5NlMkrew ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Odorizador de Ambientes e Tecidos 260ML (COALA)%0A
#c, #n%0A%0A
 x R$28,40 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Odorizador de Ambientes e Tecidos 260ML (COALA)%0A
#c, #n%0A%0A
 x R$28,40 -> %0A%0A
Obrigado",43,,,,25,5396,,,,,,,,,,
4CNkIAinSV-4R0YKPhI3nQ,Ogk4f-iiQO-Kqng-9IgsuA,Variedades,7uo2lGaLQwqcxizU9UAnBg,ViU2USNJRHq0ozZts2ayIg,,Tem variação,Odorizante Spray 120ML (COALA),"O Odorizante Spray Coala é uma opção super prática e rápida para garantir um ambiente perfumado e com sensação agradável. Com apenas algumas borrifadas, você promove uma sensação prolongada de bem estar, com uma fragrância duradoura no ar.",," a partir de R$12,80",,,,"12,8","12,8","R$12,80",,,"120ml Algodão  R$ 12,80
 120ml Citronela  R$ 12,80
 120ml Bambu  R$ 12,80
 120ml Cravo e Canela  R$ 12,80
 120ml Erva Doce  R$ 12,90
 120ml Eucalipto  R$ 13,50
 120ml Lavanda  R$ 12,80","120ml Algodão  R$ 12,80
 120ml Citronela  R$ 12,80
 120ml Bambu  R$ 12,80
 120ml Cravo e Canela  R$ 12,80
 120ml Erva Doce  R$ 12,90
 120ml Eucalipto  R$ 13,50
 120ml Lavanda  R$ 12,80","a partir de R$12,80",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/b287SqBZ82NL4n0vxZrj.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/b287SqBZ82NL4n0vxZrj.png,,,4CNkIAinSV-4R0YKPhI3nQ   ,4CNkIAinSV-4R0YKPhI3nQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Odorizante Spray 120ML (COALA)%0A
#c, #n%0A%0A
 x R$12,80 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Odorizante Spray 120ML (COALA)%0A
#c, #n%0A%0A
 x R$12,80 -> %0A%0A
Obrigado",43,,,,26,5396,,,,,true,,,,,
