Row id ValorTamanhoFragrancia,Produto id,Tamanhos id,Valor,Tamanho,TMP Fragrância Cor,Tipo de tamanho id,TMP_Produto ID + Fragrância ID,TMP Chave tripla,Indisponível,TMP Tamanho indisponivel,Lista descritivo,TMP Todas as variações,Codigo Ref,Nome do Produto,Fragrancia id,Fragrancia,Se indisponivel,Valor Promocional,Cores id,Cor
HnUHMXjqRjOUuTDwBZKqXg,gWV0FIbCSL2b0joAOinwzw,cCKRsCbkQMKMWJ51xRlHjw,100,1L,"1L   R$ 100,00",J2q3AGAnQ2Cju1VEuxkbOw,gWV0FIbCSL2b0joAOinwzw ,gWV0FIbCSL2b0joAOinwzw cCKRsCbkQMKMWJ51xRlHjw  ,false,1L ,"1L   R$ 100,00_ 5L   R$ 199,00","1L   R$ 100,00
 5L   R$ 199,00",,,,,,,,
NIXemLD2TueoVOkdDBSy4Q,gWV0FIbCSL2b0joAOinwzw,o5xkynNYQOeIYxfXg5DBpA,199,5L,"5L   R$ 199,00",J2q3AGAnQ2Cju1VEuxkbOw,gWV0FIbCSL2b0joAOinwzw ,gWV0FIbCSL2b0joAOinwzw o5xkynNYQOeIYxfXg5DBpA  ,false,5L ,"1L   R$ 100,00_ 5L   R$ 199,00","1L   R$ 100,00
 5L   R$ 199,00",,,,,,,,
cR8LWJxjRGahlsjYn9RpJA,mHXDcwlzQyuedMDbim9S5A,HgM7DUY8QCi6aQfpWLYHTg,300,20L,"20L   R$ 300,00",J2q3AGAnQ2Cju1VEuxkbOw,mHXDcwlzQyuedMDbim9S5A ,mHXDcwlzQyuedMDbim9S5A HgM7DUY8QCi6aQfpWLYHTg  ,,20L ,"20L   R$ 300,00_ 50L   R$ 400,00","20L   R$ 300,00
 50L   R$ 400,00",,,,,,,,
fYB8PAgaRj6llx.bQBXtJQ,mHXDcwlzQyuedMDbim9S5A,TnP7uyMUT1aEqCtW80b5Mg,400,50L,"50L   R$ 400,00",J2q3AGAnQ2Cju1VEuxkbOw,mHXDcwlzQyuedMDbim9S5A ,mHXDcwlzQyuedMDbim9S5A TnP7uyMUT1aEqCtW80b5Mg  ,,50L ,"20L   R$ 300,00_ 50L   R$ 400,00","20L   R$ 300,00
 50L   R$ 400,00",,,,,,,,
ZKHrQe35TgaGTpvFq3yJYw,vjvEdqB2RZuRNLl4js9Oig,FMy8Osq4TKuzFI3BBkDLzg,100,1 M,"1 M   R$ 100,00",766iK6d2QYWzv-bl.BA1gA,vjvEdqB2RZuRNLl4js9Oig ,vjvEdqB2RZuRNLl4js9Oig FMy8Osq4TKuzFI3BBkDLzg  ,,1 M ,"1 M   R$ 100,00_ 2 M   R$ 220,00","1 M   R$ 100,00
 2 M   R$ 220,00",,,,,,,,
XKyIIwm4RQ2QX.dSJKBxpQ,vjvEdqB2RZuRNLl4js9Oig,EPPyGFLCTr2yEXtEB2YDPQ,220,2 M,"2 M   R$ 220,00",766iK6d2QYWzv-bl.BA1gA,vjvEdqB2RZuRNLl4js9Oig ,vjvEdqB2RZuRNLl4js9Oig EPPyGFLCTr2yEXtEB2YDPQ  ,,2 M ,"1 M   R$ 100,00_ 2 M   R$ 220,00","1 M   R$ 100,00
 2 M   R$ 220,00",,,,,,,,
R9qZhwbMRyWJljiVCqANBA,wPKDRakzST642Y7IOfNbAA,Wrx-GAsYQQe-OWT9NcZ6ew,"102,9",5L,"5L   R$ 102,90",PZOwW1.1ROSiob7KmFoQKw,wPKDRakzST642Y7IOfNbAA ,wPKDRakzST642Y7IOfNbAA Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"5L   R$ 102,90_ 1L   R$ 16,50","5L   R$ 102,90
 1L   R$ 16,50",7898237044262,,,,,,,
Hzv2I3KARsCjlDdOIDkf7g,wPKDRakzST642Y7IOfNbAA,RUXZ-ZBlRFidQ3NF7FoiAg,"16,5",1L,"1L   R$ 16,50",PZOwW1.1ROSiob7KmFoQKw,wPKDRakzST642Y7IOfNbAA ,wPKDRakzST642Y7IOfNbAA RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"5L   R$ 102,90_ 1L   R$ 16,50","5L   R$ 102,90
 1L   R$ 16,50",7898237044200,,,,,,,
9RZtpDIsQo-z0Ohtd4e3nw,uLH64GruSGmQpXAypvnR7A,RUXZ-ZBlRFidQ3NF7FoiAg,24,1L,"1L   R$ 24,00",PZOwW1.1ROSiob7KmFoQKw,uLH64GruSGmQpXAypvnR7A ,uLH64GruSGmQpXAypvnR7A RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 24,00_ 5L   R$ 105,00","1L   R$ 24,00
 5L   R$ 105,00",7898237044385,Seven Lava Autos ,,,,,,
a-IIUhaf5Qva6C.31uW.FOQ,uLH64GruSGmQpXAypvnR7A,Wrx-GAsYQQe-OWT9NcZ6ew,105,5L,"5L   R$ 105,00",PZOwW1.1ROSiob7KmFoQKw,uLH64GruSGmQpXAypvnR7A ,uLH64GruSGmQpXAypvnR7A Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 24,00_ 5L   R$ 105,00","1L   R$ 24,00
 5L   R$ 105,00",7898237044392,Seven Lava Autos ,,,,,,
xjTcgZhySg29AYnkPEqOIQ,6vWeMeOqQ0qRWlACaDtFvQ,RUXZ-ZBlRFidQ3NF7FoiAg,"29,8",1L,"1L Tradicional  R$ 29,80",PZOwW1.1ROSiob7KmFoQKw,6vWeMeOqQ0qRWlACaDtFvQ NyaL62ebTcmlkVc4EZyI9Q,6vWeMeOqQ0qRWlACaDtFvQ RUXZ-ZBlRFidQ3NF7FoiAg NyaL62ebTcmlkVc4EZyI9Q ,,1L ,"1L Tradicional  R$ 29,80_ 5L Tradicional  R$ 126,60_ 1L Dama da Noite  R$ 34,20_ 5L Dama da Noite  R$ 129,50_ 5L Essências da Natureza  R$ 129,40_ 1L Pétalas do Oriente  R$ 30,00_ 5L Pétalas do Oriente  R$ 122,90","1L Tradicional  R$ 29,80
 5L Tradicional  R$ 126,60
 1L Dama da Noite  R$ 34,20
 5L Dama da Noite  R$ 129,50
 5L Essências da Natureza  R$ 129,40
 1L Pétalas do Oriente  R$ 30,00
 5L Pétalas do Oriente  R$ 122,90",7898237045382,Magic 3 em 1,NyaL62ebTcmlkVc4EZyI9Q,Tradicional,,,,
MvpzPHBdTSeBfax1-0.SQg,6vWeMeOqQ0qRWlACaDtFvQ,Wrx-GAsYQQe-OWT9NcZ6ew,"126,6",5L,"5L Tradicional  R$ 126,60",PZOwW1.1ROSiob7KmFoQKw,6vWeMeOqQ0qRWlACaDtFvQ NyaL62ebTcmlkVc4EZyI9Q,6vWeMeOqQ0qRWlACaDtFvQ Wrx-GAsYQQe-OWT9NcZ6ew NyaL62ebTcmlkVc4EZyI9Q ,,5L ,"1L Tradicional  R$ 29,80_ 5L Tradicional  R$ 126,60_ 1L Dama da Noite  R$ 34,20_ 5L Dama da Noite  R$ 129,50_ 5L Essências da Natureza  R$ 129,40_ 1L Pétalas do Oriente  R$ 30,00_ 5L Pétalas do Oriente  R$ 122,90","1L Tradicional  R$ 29,80
 5L Tradicional  R$ 126,60
 1L Dama da Noite  R$ 34,20
 5L Dama da Noite  R$ 129,50
 5L Essências da Natureza  R$ 129,40
 1L Pétalas do Oriente  R$ 30,00
 5L Pétalas do Oriente  R$ 122,90",7898237045399,Magic 3 em 1,NyaL62ebTcmlkVc4EZyI9Q,Tradicional,,,,
9U2Kg3awRJuG7bysJuk9nA,OjduYS39TLCScLfw8eM8GA,Wrx-GAsYQQe-OWT9NcZ6ew,"67,6",5L,"5L   R$ 67,60",PZOwW1.1ROSiob7KmFoQKw,OjduYS39TLCScLfw8eM8GA ,OjduYS39TLCScLfw8eM8GA Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"5L   R$ 67,60_ 1L   R$ 20,70_ 20L   R$ 182,00","5L   R$ 67,60
 1L   R$ 20,70
 20L   R$ 182,00",7898237042855,Seven Flotador Multiuso,,,,,,
7DPRqNDDTQ-GuOrE4yI0qg,OjduYS39TLCScLfw8eM8GA,RUXZ-ZBlRFidQ3NF7FoiAg,"20,7",1L,"1L   R$ 20,70",PZOwW1.1ROSiob7KmFoQKw,OjduYS39TLCScLfw8eM8GA ,OjduYS39TLCScLfw8eM8GA RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"5L   R$ 67,60_ 1L   R$ 20,70_ 20L   R$ 182,00","5L   R$ 67,60
 1L   R$ 20,70
 20L   R$ 182,00",7898237042848,Seven Flotador Multiuso,,,,,,
vv-5GaQ5R1ezq4v-q0e5eQ,OjduYS39TLCScLfw8eM8GA,YlN0PF5XT-euynbZ-Fer6Q,182,20L,"20L   R$ 182,00",PZOwW1.1ROSiob7KmFoQKw,OjduYS39TLCScLfw8eM8GA ,OjduYS39TLCScLfw8eM8GA YlN0PF5XT-euynbZ-Fer6Q  ,true,20L - (indisponível temporariamente),"5L   R$ 67,60_ 1L   R$ 20,70_ 20L   R$ 182,00","5L   R$ 67,60
 1L   R$ 20,70
 20L   R$ 182,00",1091,Seven Flotador Multiuso,,,- (indisponível temporariamente),,,
3HFMNtyYSziLD1lrWjVX1A,07Hn7VB7TXO9HKrT1fl-6w,RUXZ-ZBlRFidQ3NF7FoiAg,"18,2",1L,"1L   R$ 18,20",PZOwW1.1ROSiob7KmFoQKw,07Hn7VB7TXO9HKrT1fl-6w ,07Hn7VB7TXO9HKrT1fl-6w RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 18,20_ 5L   R$ 50,50_ 20L   R$ 120,00","1L   R$ 18,20
 5L   R$ 50,50
 20L   R$ 120,00",7898237042923,Seven Glass Limpa Vidros,,,,,,
SKs9CsEYQc237M4VevEiCQ,07Hn7VB7TXO9HKrT1fl-6w,Wrx-GAsYQQe-OWT9NcZ6ew,"50,5",5L,"5L   R$ 50,50",PZOwW1.1ROSiob7KmFoQKw,07Hn7VB7TXO9HKrT1fl-6w ,07Hn7VB7TXO9HKrT1fl-6w Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 18,20_ 5L   R$ 50,50_ 20L   R$ 120,00","1L   R$ 18,20
 5L   R$ 50,50
 20L   R$ 120,00",7898237042930,Seven Glass Limpa Vidros,,,,,,
M9mbJQShTiexEDhyrqYV5g,07Hn7VB7TXO9HKrT1fl-6w,YlN0PF5XT-euynbZ-Fer6Q,120,20L,"20L   R$ 120,00",PZOwW1.1ROSiob7KmFoQKw,07Hn7VB7TXO9HKrT1fl-6w ,07Hn7VB7TXO9HKrT1fl-6w YlN0PF5XT-euynbZ-Fer6Q  ,true,20L - (indisponível temporariamente),"1L   R$ 18,20_ 5L   R$ 50,50_ 20L   R$ 120,00","1L   R$ 18,20
 5L   R$ 50,50
 20L   R$ 120,00",5493,Seven Glass Limpa Vidros,,,- (indisponível temporariamente),,,
T5B6eMjqRzauOPF9XPLZAw,jBCrvtMqT5OF3Z4t-fjbhg,RUXZ-ZBlRFidQ3NF7FoiAg,43,1L,"1L   R$ 43,00",PZOwW1.1ROSiob7KmFoQKw,jBCrvtMqT5OF3Z4t-fjbhg ,jBCrvtMqT5OF3Z4t-fjbhg RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 43,00","1L   R$ 43,00",7898237048666,Seven Sanit Crost,,,,,,
k1A6v1uSS4CjzC4.Uc2HCg,96OukS3JRFihmyvYhZr8DA,RUXZ-ZBlRFidQ3NF7FoiAg,"19,4",1L,"1L   R$ 19,40",PZOwW1.1ROSiob7KmFoQKw,96OukS3JRFihmyvYhZr8DA ,96OukS3JRFihmyvYhZr8DA RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 19,40_ 5L   R$ 67,70","1L   R$ 19,40
 5L   R$ 67,70",7898237043227,Seven Porcelan Detergente Neutro,,,,,,
4GYI1hr6STyZqRYqsU1TOw,96OukS3JRFihmyvYhZr8DA,Wrx-GAsYQQe-OWT9NcZ6ew,"67,7",5L,"5L   R$ 67,70",PZOwW1.1ROSiob7KmFoQKw,96OukS3JRFihmyvYhZr8DA ,96OukS3JRFihmyvYhZr8DA Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 19,40_ 5L   R$ 67,70","1L   R$ 19,40
 5L   R$ 67,70",7898237043234,Seven Porcelan Detergente Neutro,,,,,,
NDC9zyFSQMW4PMLbU7pydg,Ga0LKpDRTOu1bDNCAkH3CQ,RUXZ-ZBlRFidQ3NF7FoiAg,"19,9",1L,"1L   R$ 19,90",PZOwW1.1ROSiob7KmFoQKw,Ga0LKpDRTOu1bDNCAkH3CQ ,Ga0LKpDRTOu1bDNCAkH3CQ RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 19,90_ 20L   R$ 140,00_ 5L   R$ 58,20_ 2L   R$ 26,40","1L   R$ 19,90
 20L   R$ 140,00
 5L   R$ 58,20
 2L   R$ 26,40",7898237042725,Seven Geleia de Pinho,,,,,,
rD1zsDvNTRKQgF0fZof3LA,Ga0LKpDRTOu1bDNCAkH3CQ,YlN0PF5XT-euynbZ-Fer6Q,140,20L,"20L   R$ 140,00",PZOwW1.1ROSiob7KmFoQKw,Ga0LKpDRTOu1bDNCAkH3CQ ,Ga0LKpDRTOu1bDNCAkH3CQ YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"1L   R$ 19,90_ 20L   R$ 140,00_ 5L   R$ 58,20_ 2L   R$ 26,40","1L   R$ 19,90
 20L   R$ 140,00
 5L   R$ 58,20
 2L   R$ 26,40",9310,Seven Geleia de Pinho,,,,,,
2fvom-t8SDW7XyEW.bVHTA,Ga0LKpDRTOu1bDNCAkH3CQ,Wrx-GAsYQQe-OWT9NcZ6ew,"58,2",5L,"5L   R$ 58,20",PZOwW1.1ROSiob7KmFoQKw,Ga0LKpDRTOu1bDNCAkH3CQ ,Ga0LKpDRTOu1bDNCAkH3CQ Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 19,90_ 20L   R$ 140,00_ 5L   R$ 58,20_ 2L   R$ 26,40","1L   R$ 19,90
 20L   R$ 140,00
 5L   R$ 58,20
 2L   R$ 26,40",7898237042732,Seven Geleia de Pinho,,,,,,
16yje8pITWGRXoNrvP5sqg,ILqhzEmSRJWft32s0UB6hw,RUXZ-ZBlRFidQ3NF7FoiAg,"20,9",1L,"1L   R$ 20,90",PZOwW1.1ROSiob7KmFoQKw,ILqhzEmSRJWft32s0UB6hw ,ILqhzEmSRJWft32s0UB6hw RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 20,90_ 5L   R$ 69,30_ 20L   R$ 236,90","1L   R$ 20,90
 5L   R$ 69,30
 20L   R$ 236,90",7898237042640,Seven Stone Limpa Pedras,,,,,,
0MnbeGVDQjGrdOGmV5yBcQ,ILqhzEmSRJWft32s0UB6hw,Wrx-GAsYQQe-OWT9NcZ6ew,"69,3",5L,"5L   R$ 69,30",PZOwW1.1ROSiob7KmFoQKw,ILqhzEmSRJWft32s0UB6hw ,ILqhzEmSRJWft32s0UB6hw Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 20,90_ 5L   R$ 69,30_ 20L   R$ 236,90","1L   R$ 20,90
 5L   R$ 69,30
 20L   R$ 236,90",7898237042657,Seven Stone Limpa Pedras,,,,,,
0mw0jqyJSEWpX-oksXZsQg,ILqhzEmSRJWft32s0UB6hw,YlN0PF5XT-euynbZ-Fer6Q,"236,9",20L,"20L   R$ 236,90",PZOwW1.1ROSiob7KmFoQKw,ILqhzEmSRJWft32s0UB6hw ,ILqhzEmSRJWft32s0UB6hw YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"1L   R$ 20,90_ 5L   R$ 69,30_ 20L   R$ 236,90","1L   R$ 20,90
 5L   R$ 69,30
 20L   R$ 236,90",1161,Seven Stone Limpa Pedras,,,,,,
mubYpImmQaOidyrPJv0ZmQ,s-mk6WKNSi-.78YZK6TwYg,RUXZ-ZBlRFidQ3NF7FoiAg,"26,7",1L,"1L   R$ 26,70",PZOwW1.1ROSiob7KmFoQKw,s-mk6WKNSi-.78YZK6TwYg ,s-mk6WKNSi-.78YZK6TwYg RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 26,70_ 5L   R$ 92,20","1L   R$ 26,70
 5L   R$ 92,20",7898237042008,Seven Free,,,,,,
lh1udafKQvybOhPy1A5Suw,s-mk6WKNSi-.78YZK6TwYg,Wrx-GAsYQQe-OWT9NcZ6ew,"92,2",5L,"5L   R$ 92,20",PZOwW1.1ROSiob7KmFoQKw,s-mk6WKNSi-.78YZK6TwYg ,s-mk6WKNSi-.78YZK6TwYg Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 26,70_ 5L   R$ 92,20","1L   R$ 26,70
 5L   R$ 92,20",7898237042015,Seven Free,,,,,,
fBbGzuFQSNuNLU7SLU6P6w,b7U3woh7S6KfVcbMzVFP4w,YlN0PF5XT-euynbZ-Fer6Q,"209,05",20L,"20L   R$ 209,05",PZOwW1.1ROSiob7KmFoQKw,b7U3woh7S6KfVcbMzVFP4w ,b7U3woh7S6KfVcbMzVFP4w YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"20L   R$ 209,05_ 5L   R$ 94,00","20L   R$ 209,05
 5L   R$ 94,00",3536,,,,,,,
ScF8Cg3KRQOD6rjDJYPrbw,b7U3woh7S6KfVcbMzVFP4w,Wrx-GAsYQQe-OWT9NcZ6ew,94,5L,"5L   R$ 94,00",PZOwW1.1ROSiob7KmFoQKw,b7U3woh7S6KfVcbMzVFP4w ,b7U3woh7S6KfVcbMzVFP4w Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"20L   R$ 209,05_ 5L   R$ 94,00","20L   R$ 209,05
 5L   R$ 94,00",10566,,,,,,,
xoBTrPF5Qoy8XHZWv.ty1A,f-V7xHLyTIGpRM17lOaTew,RUXZ-ZBlRFidQ3NF7FoiAg,"15,2",1L,"1L   R$ 15,20",PZOwW1.1ROSiob7KmFoQKw,f-V7xHLyTIGpRM17lOaTew ,f-V7xHLyTIGpRM17lOaTew RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 15,20_ 5L   R$ 48,80_ 20L   R$ 142,00","1L   R$ 15,20
 5L   R$ 48,80
 20L   R$ 142,00",7898237042688,Seven Detergente Neutro,,,,,,
qg38yY3zRayqncqg5KzpGA,f-V7xHLyTIGpRM17lOaTew,Wrx-GAsYQQe-OWT9NcZ6ew,"48,8",5L,"5L   R$ 48,80",PZOwW1.1ROSiob7KmFoQKw,f-V7xHLyTIGpRM17lOaTew ,f-V7xHLyTIGpRM17lOaTew Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 15,20_ 5L   R$ 48,80_ 20L   R$ 142,00","1L   R$ 15,20
 5L   R$ 48,80
 20L   R$ 142,00",7898237042695,Seven Detergente Neutro,,,,,,
XFZFwodCTTqCQPMF3FqTHw,f-V7xHLyTIGpRM17lOaTew,YlN0PF5XT-euynbZ-Fer6Q,142,20L,"20L   R$ 142,00",PZOwW1.1ROSiob7KmFoQKw,f-V7xHLyTIGpRM17lOaTew ,f-V7xHLyTIGpRM17lOaTew YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"1L   R$ 15,20_ 5L   R$ 48,80_ 20L   R$ 142,00","1L   R$ 15,20
 5L   R$ 48,80
 20L   R$ 142,00",3563,Seven Detergente Neutro,,,,,,
ZT9oGHNjSw-9tcHCMqEHBQ,a-UJFrdI0Q1OM2Ep9YAyRoA,RUXZ-ZBlRFidQ3NF7FoiAg,"20,6",1L,"1L   R$ 20,60",PZOwW1.1ROSiob7KmFoQKw,a-UJFrdI0Q1OM2Ep9YAyRoA ,a-UJFrdI0Q1OM2Ep9YAyRoA RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 20,60_ 5L   R$ 64,90_ 20L   R$ 175,00","1L   R$ 20,60
 5L   R$ 64,90
 20L   R$ 175,00",7898237042961,Seven Grill Desincrustante ,,,,,,
Liwi4GBHQ.qvpTgni-XBOA,a-UJFrdI0Q1OM2Ep9YAyRoA,Wrx-GAsYQQe-OWT9NcZ6ew,"64,9",5L,"5L   R$ 64,90",PZOwW1.1ROSiob7KmFoQKw,a-UJFrdI0Q1OM2Ep9YAyRoA ,a-UJFrdI0Q1OM2Ep9YAyRoA Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 20,60_ 5L   R$ 64,90_ 20L   R$ 175,00","1L   R$ 20,60
 5L   R$ 64,90
 20L   R$ 175,00",7898237042978,Seven Grill Desincrustante ,,,,,,
rg0rkU42Tx6DLaz12LkJ2Q,a-UJFrdI0Q1OM2Ep9YAyRoA,YlN0PF5XT-euynbZ-Fer6Q,175,20L,"20L   R$ 175,00",PZOwW1.1ROSiob7KmFoQKw,a-UJFrdI0Q1OM2Ep9YAyRoA ,a-UJFrdI0Q1OM2Ep9YAyRoA YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"1L   R$ 20,60_ 5L   R$ 64,90_ 20L   R$ 175,00","1L   R$ 20,60
 5L   R$ 64,90
 20L   R$ 175,00",5496,Seven Grill Desincrustante ,,,,,,
omyLhRAmRuqNajAdUD36AA,bh-EVxBuRWSQvRmaLh1d6Q,RUXZ-ZBlRFidQ3NF7FoiAg,22,1L,"1L   R$ 22,00",PZOwW1.1ROSiob7KmFoQKw,bh-EVxBuRWSQvRmaLh1d6Q ,bh-EVxBuRWSQvRmaLh1d6Q RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 22,00_ 5L   R$ 68,40_ 20L   R$ 207,00","1L   R$ 22,00
 5L   R$ 68,40
 20L   R$ 207,00",7898237043180,Seven Clearon,,,,,,
J0r29lXtTI6taaXxl8ZQOQ,bh-EVxBuRWSQvRmaLh1d6Q,Wrx-GAsYQQe-OWT9NcZ6ew,"68,4",5L,"5L   R$ 68,40",PZOwW1.1ROSiob7KmFoQKw,bh-EVxBuRWSQvRmaLh1d6Q ,bh-EVxBuRWSQvRmaLh1d6Q Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 22,00_ 5L   R$ 68,40_ 20L   R$ 207,00","1L   R$ 22,00
 5L   R$ 68,40
 20L   R$ 207,00",7898237043197,Seven Clearon,,,,,,
YlYIcttWTDaRlFIsbskIhQ,bh-EVxBuRWSQvRmaLh1d6Q,YlN0PF5XT-euynbZ-Fer6Q,207,20L,"20L   R$ 207,00",PZOwW1.1ROSiob7KmFoQKw,bh-EVxBuRWSQvRmaLh1d6Q ,bh-EVxBuRWSQvRmaLh1d6Q YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"1L   R$ 22,00_ 5L   R$ 68,40_ 20L   R$ 207,00","1L   R$ 22,00
 5L   R$ 68,40
 20L   R$ 207,00",9309,Seven Clearon,,,,,,
9.X1yNh8Q4qOZWjcrulhew,QleTwyp3TJWCAcbmD7tjcw,Wrx-GAsYQQe-OWT9NcZ6ew,"75,9",5L,"5L   R$ 75,90",PZOwW1.1ROSiob7KmFoQKw,QleTwyp3TJWCAcbmD7tjcw ,QleTwyp3TJWCAcbmD7tjcw Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"5L   R$ 75,90_ 20L   R$ 259,60","5L   R$ 75,90
 20L   R$ 259,60",7898237044996,Seven Detergente Para Máquinas,,,,,,
BqW2x3LDSNm-EIh7TEhfVw,QleTwyp3TJWCAcbmD7tjcw,YlN0PF5XT-euynbZ-Fer6Q,"259,6",20L,"20L   R$ 259,60",PZOwW1.1ROSiob7KmFoQKw,QleTwyp3TJWCAcbmD7tjcw ,QleTwyp3TJWCAcbmD7tjcw YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"5L   R$ 75,90_ 20L   R$ 259,60","5L   R$ 75,90
 20L   R$ 259,60",9238,Seven Detergente Para Máquinas,,,,,,
Fvi1t1hYS8-ejkGp6JgbSg,GICNYjFvSY6GWSFg-92Mvg,Wrx-GAsYQQe-OWT9NcZ6ew,"153,5",5L,"5L   R$ 153,50",PZOwW1.1ROSiob7KmFoQKw,GICNYjFvSY6GWSFg-92Mvg ,GICNYjFvSY6GWSFg-92Mvg Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"5L   R$ 153,50_ 20L   R$ 540,00","5L   R$ 153,50
 20L   R$ 540,00",,,,,,,,
lzgIfceoSVaFu8jQ73CW4w,GICNYjFvSY6GWSFg-92Mvg,YlN0PF5XT-euynbZ-Fer6Q,540,20L,"20L   R$ 540,00",PZOwW1.1ROSiob7KmFoQKw,GICNYjFvSY6GWSFg-92Mvg ,GICNYjFvSY6GWSFg-92Mvg YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"5L   R$ 153,50_ 20L   R$ 540,00","5L   R$ 153,50
 20L   R$ 540,00",,,,,,,,
JyR0-9glRZyk-KdGF-uq.w,Av0qjK9HRx-yUp5z4AAjEA,RUXZ-ZBlRFidQ3NF7FoiAg,"15,6",1L,"1L   R$ 15,60",PZOwW1.1ROSiob7KmFoQKw,Av0qjK9HRx-yUp5z4AAjEA ,Av0qjK9HRx-yUp5z4AAjEA RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 15,60_ 5L   R$ 60,60","1L   R$ 15,60
 5L   R$ 60,60",5585,Passe Fácil,,,,,,
Icq8Tn9dS1eNPw6G6.hZ4A,Av0qjK9HRx-yUp5z4AAjEA,Wrx-GAsYQQe-OWT9NcZ6ew,"60,6",5L,"5L   R$ 60,60",PZOwW1.1ROSiob7KmFoQKw,Av0qjK9HRx-yUp5z4AAjEA ,Av0qjK9HRx-yUp5z4AAjEA Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 15,60_ 5L   R$ 60,60","1L   R$ 15,60
 5L   R$ 60,60",7898237044897,Passe Fácil,,,,,,
mEu4Fq7CSlGefvPr5uljNg,2J1h3-T7SD2DFC8r.fBclQ,RUXZ-ZBlRFidQ3NF7FoiAg,"20,5",1L,"1L   R$ 20,50",PZOwW1.1ROSiob7KmFoQKw,2J1h3-T7SD2DFC8r.fBclQ ,2J1h3-T7SD2DFC8r.fBclQ RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 20,50_ 5L   R$ 46,70_ 20L   R$ 491,00","1L   R$ 20,50
 5L   R$ 46,70
 20L   R$ 491,00",7898237043142,"Seven Soft Amaciante
",,,,,,
0gTcWbOLQRO-ERUfluOUwg,2J1h3-T7SD2DFC8r.fBclQ,Wrx-GAsYQQe-OWT9NcZ6ew,"46,7",5L,"5L   R$ 46,70",PZOwW1.1ROSiob7KmFoQKw,2J1h3-T7SD2DFC8r.fBclQ ,2J1h3-T7SD2DFC8r.fBclQ Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 20,50_ 5L   R$ 46,70_ 20L   R$ 491,00","1L   R$ 20,50
 5L   R$ 46,70
 20L   R$ 491,00",7898237043159,"Seven Soft Amaciante
",,,,,,
2MXf411KTzigeN3BW795ig,2J1h3-T7SD2DFC8r.fBclQ,YlN0PF5XT-euynbZ-Fer6Q,491,20L,"20L   R$ 491,00",PZOwW1.1ROSiob7KmFoQKw,2J1h3-T7SD2DFC8r.fBclQ ,2J1h3-T7SD2DFC8r.fBclQ YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"1L   R$ 20,50_ 5L   R$ 46,70_ 20L   R$ 491,00","1L   R$ 20,50
 5L   R$ 46,70
 20L   R$ 491,00",9273,"Seven Soft Amaciante
",,,,,,
